route,name,type,departure_time,arrival_time,duration,price,seats_available,rating,from_place,to_place
Kolkata to Mandarmani,Sagufta Travels (Mayuri),A/C Seater (2+2),23:15,03:45,04h 30m,365,5,3.4,Kolkata,Mandarmani
Kolkata to Mandarmani,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,04:27,04h 30m,365,30,3.4,Kolkata,Mandarmani
Kolkata to Mandarmani,Sagufta Travels(Angel),A/C Seater (2+2),23:58,04:40,04h 42m,315,24,3.4,Kolkata,Mandarmani
Kolkata to Mandarmani,Haimanti Bus Service,AC Seater (2+3),19:50,01:00,05h 10m,250,20,3.4,Kolkata,Mandarmani
Kolkata to Mandarmani,Snemita Paribahan (Bhorpet),AC Seater (2+2),23:55,04:15,04h 20m,420,29,3.3,Kolkata,Mandarmani
Kolkata to Mandarmani,Snemita Paribahan (ANGEL),A/C Seater Push Back (2+2),23:58,04:00,04h 02m,320,29,3.3,Kolkata,Mandarmani
Kolkata to Mandarmani,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),23:45,04:00,04h 15m,400,23,4.1,Kolkata,Mandarmani
Kolkata to Mandarmani,Bengal Surface Transport,A/C Seater / Sleeper (2+2),23:55,04:00,04h 05m,550,29,3.0,Kolkata,Mandarmani
Kolkata to Mandarmani,Bengal Surface Transport,A/C Seater Push Back (2+3),23:20,03:15,03h 55m,419,61,3.0,Kolkata,Mandarmani
Kolkata to Mandarmani,Basu Travels,A/C Seater Push Back (2+3),23:30,03:05,03h 35m,269,20,2.8,Kolkata,Mandarmani
Kolkata to Mandarmani,Arunita Paribahan,AC Seater (2+2),23:45,04:00,04h 15m,370,21,2.7,Kolkata,Mandarmani
Kolkata to Mandarmani,Santosh Bus Service,A/C Seater Push Back (2+3),23:50,04:45,04h 55m,280,30,2.2,Kolkata,Mandarmani
Kolkata to Mandarmani,Rubi Paribahan  ,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),23:30,03:20,03h 50m,399,50,4.3,Kolkata,Mandarmani
Kolkata to Mandarmani,Friends Travels,A/C Seater (2+2),23:45,05:00,05h 15m,350,21,3.7,Kolkata,Mandarmani
Kolkata to Mandarmani,Friends Travels,A/C Seater (2+3),23:55,04:40,04h 45m,350,20,3.7,Kolkata,Mandarmani
Kolkata to Mandarmani,Snemita Paribahan (Shinjini),AC Seater (2+2),23:45,04:00,04h 15m,470,16,3.3,Kolkata,Mandarmani
Kolkata to Mandarmani,Bengal Surface Transport,A/C Seater Push Back (2+3),23:59,04:00,04h 01m,399,61,3.0,Kolkata,Mandarmani
Kolkata to Mandarmani,Basu Travels,A/C Seater Push Back (2+3),23:55,03:30,03h 35m,469,21,2.8,Kolkata,Mandarmani
Kolkata to Mandarmani,Parameswar Travels,A/C Seater Push Back (2+3),23:45,04:30,04h 45m,285,48,2.6,Kolkata,Mandarmani
Kolkata to Mandarmani,Parameswar Travels,A/C Seater Push Back (2+3),21:50,03:00,05h 10m,285,47,2.6,Kolkata,Mandarmani
Kolkata to Mandarmani,Anadi Travels (Disha Gold),A/C Seater Push Back (2+3),23:00,04:30,05h 30m,500,60,1.0,Kolkata,Mandarmani
Kolkata to Siliguri,SBSTC-KOLKATA - SILIGURI - VIA - MALDA - 20:00 (BEL DEPO - 3805,Express (Non AC Seater 2+2),20:00,09:00,13h 00m,500,27,4.3,Kolkata,Siliguri
Kolkata to Siliguri,Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,07:30,12h 00m,1500,20,4.7,Kolkata,Siliguri
Kolkata to Siliguri,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:15,07:45,12h 30m,1200,25,4.6,Kolkata,Siliguri
Kolkata to Siliguri,AdRoyal Cruiser,Volvo A/C Seater (2+2),19:15,07:00,11h 45m,968,18,3.6,Kolkata,Siliguri
Kolkata to Siliguri,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),19:30,08:45,13h 15m,1200,33,4.5,Kolkata,Siliguri
Kolkata to Siliguri,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),19:20,06:15,10h 55m,1200,27,4.4,Kolkata,Siliguri
Kolkata to Siliguri,Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,07:30,11h 30m,1500,19,4.5,Kolkata,Siliguri
Kolkata to Siliguri,Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,07:40,12h 25m,1499,12,4.4,Kolkata,Siliguri
Kolkata to Siliguri,Poulami Paribahan,Volvo Multi-Axle A/C seater/sleeper (2+1),19:45,07:45,12h 00m,1199,32,4.2,Kolkata,Siliguri
Kolkata to Siliguri,Lokenath Bus Service,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),20:00,08:15,12h 15m,1200,42,4.4,Kolkata,Siliguri
Kolkata to Siliguri,EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,07:25,12h 10m,1500,10,4.7,Kolkata,Siliguri
Kolkata to Siliguri,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,06:50,11h 35m,1500,2,4.5,Kolkata,Siliguri
Kolkata to Siliguri,Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,07:45,12h 30m,1500,1,4.5,Kolkata,Siliguri
Kolkata to Siliguri,Pammi Travels,A/C Sleeper (2+1),20:00,08:00,12h 00m,4327,36,3.7,Kolkata,Siliguri
Siliguri to Kolkata,SBSTC-SILIGURI - KOLKATA - VIA - MALDA - EXPRESS - 19:30 - 3806,Express (Non AC Seater 2+2),19:30,08:30,13h 00m,500,3,4.2,Siliguri,Kolkata
Siliguri to Kolkata,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:05,07:20,12h 50m,1200,13,4.4,Siliguri,Kolkata
Siliguri to Kolkata,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:30,08:00,12h 30m,1199,21,4.4,Siliguri,Kolkata
Siliguri to Kolkata,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),19:30,07:50,12h 20m,1200,18,4.3,Siliguri,Kolkata
Siliguri to Kolkata,Lokenath Bus Service,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),21:00,08:30,11h 30m,1200,19,4.2,Siliguri,Kolkata
Siliguri to Kolkata,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),19:25,06:45,11h 20m,1200,17,4.3,Siliguri,Kolkata
Siliguri to Kolkata,Poulami Paribahan,Volvo Multi-Axle A/C seater/sleeper (2+1),19:15,07:30,12h 15m,1199,12,4.1,Siliguri,Kolkata
Siliguri to Kolkata,Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:55,07:45,11h 50m,1500,6,4.6,Siliguri,Kolkata
Siliguri to Kolkata,Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,07:30,12h 00m,1500,5,4.5,Siliguri,Kolkata
Siliguri to Kolkata,Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:45,07:30,11h 45m,1500,1,4.6,Siliguri,Kolkata
Siliguri to Kolkata,Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:40,07:30,11h 50m,825,6,3.5,Siliguri,Kolkata
Siliguri to Kolkata,Maulik Paribahan,A/C Seater / Sleeper (2+2),19:45,06:00,10h 15m,850,39,1.7,Siliguri,Kolkata
Kolkata to Raiganj,NBSTC-KOL-RAI-R1-20:30,NON A/C Seater Push Back (2+2),20:30,06:30,10h 00m,341,18,3.6,Kolkata,Raiganj
Kolkata to Raiganj,Lokenath Bus Service,Volvo A/C Seater (2+2),21:00,06:30,09h 30m,855,17,4.4,Kolkata,Raiganj
Kolkata to Raiganj,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),19:30,04:20,08h 50m,1200,33,4.7,Kolkata,Raiganj
Kolkata to Raiganj,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:15,03:50,08h 35m,1200,32,4.3,Kolkata,Raiganj
Kolkata to Raiganj,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),19:10,04:15,09h 05m,900,27,4.2,Kolkata,Raiganj
Kolkata to Raiganj,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:05,04:50,09h 45m,1500,2,4.5,Kolkata,Raiganj
Kolkata to Raiganj,Poulami Paribahan,Volvo Multi-Axle A/C seater/sleeper (2+1),19:30,04:45,09h 15m,900,35,4.6,Kolkata,Raiganj
Kolkata to Raiganj,Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,05:45,10h 30m,1200,20,4.2,Kolkata,Raiganj
Kolkata to Raiganj,Royal Cruiser,Volvo A/C Seater (2+2),19:15,03:00,07h 45m,786,18,4.1,Kolkata,Raiganj
Kolkata to Raiganj,EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,04:55,09h 40m,1500,18,4.8,Kolkata,Raiganj
Kolkata to Raiganj,Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:40,04:45,09h 05m,1500,21,4.6,Kolkata,Raiganj
Kolkata to Raiganj,Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,05:20,10h 05m,1049,20,4.3,Kolkata,Raiganj
Kolkata to Raiganj,Lokenath Bus Service,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),20:00,04:45,08h 45m,900,39,4.9,Kolkata,Raiganj
Kolkata to Raiganj,Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,04:30,08h 30m,1166,48,2.6,Kolkata,Raiganj
Kolkata to Raiganj,Lokenath Bus Service,NON A/C Seater / Sleeper (2+2),21:30,08:00,10h 30m,500,12,3.4,Kolkata,Raiganj
Raiganj to Kolkata,NBSTC-RAI-KOL-R1-19:30,NON A/C Seater Push Back (2+2),19:30,05:30,10h 00m,341,5,3.9,Raiganj,Kolkata
Raiganj to Kolkata,Lokenath Bus Service,Volvo A/C Seater (2+2),20:50,06:30,09h 40m,855,8,4.4,Raiganj,Kolkata
Raiganj to Kolkata,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),22:15,07:20,09h 05m,1200,13,4.6,Raiganj,Kolkata
Raiganj to Kolkata,Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:30,07:45,08h 15m,1500,10,4.8,Raiganj,Kolkata
Raiganj to Kolkata,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),23:15,07:50,08h 35m,1200,18,4.4,Raiganj,Kolkata
Raiganj to Kolkata,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),22:45,06:45,08h 00m,950,28,4.4,Raiganj,Kolkata
Raiganj to Kolkata,Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:30,07:30,08h 00m,1500,9,4.7,Raiganj,Kolkata
Raiganj to Kolkata,EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:45,07:25,08h 40m,1500,3,4.7,Raiganj,Kolkata
Raiganj to Kolkata,Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,07:30,08h 20m,825,11,3.9,Raiganj,Kolkata
Raiganj to Kolkata,Aitiana Airwings,Volvo Multi-Axle Sleeper A/C (2+1),22:00,07:30,09h 30m,1499,9,4.7,Raiganj,Kolkata
Raiganj to Kolkata,Poulami Paribahan,Volvo Multi-Axle A/C seater/sleeper (2+1),22:45,07:30,08h 45m,900,14,3.6,Raiganj,Kolkata
Raiganj to Kolkata,Lokenath Bus Service,NON A/C Seater / Sleeper (2+2),19:45,07:00,11h 15m,500,6,3.4,Raiganj,Kolkata
Raiganj to Kolkata,Maa Durga Bus Service,NON A/C Seater / Sleeper (2+2),23:00,08:00,09h 00m,600,14,2.5,Raiganj,Kolkata
Raiganj to Kolkata,Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),19:15,06:30,11h 15m,665,33,2.4,Raiganj,Kolkata
Raiganj to Kolkata,Maulik Paribahan,A/C Seater / Sleeper (2+2),22:15,06:00,07h 45m,850,36,2.4,Raiganj,Kolkata
Kolkata to Malda,SBSTC-KOLKATA - SILIGURI - VIA - MALDA - 20:00 (BEL DEPO - 3805,Express (Non AC Seater 2+2),20:00,00:00,04h 00m,290,27,3.0,Kolkata,Malda
Kolkata to Malda,NBSTC-KOL-RAI-R1-20:30,NON A/C Seater Push Back (2+2),20:30,03:30,07h 00m,280,18,3.4,Kolkata,Malda
Kolkata to Malda,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45,04:30,08h 45m,699,2,4.5,Kolkata,Malda
Kolkata to Malda,Lokenath Bus Service,Volvo A/C Seater (2+2),21:00,05:15,08h 15m,665,18,4.4,Kolkata,Malda
Kolkata to Malda,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,04:30,08h 30m,650,11,4.1,Kolkata,Malda
Kolkata to Malda,Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),20:30,03:10,06h 40m,749,5,4.3,Kolkata,Malda
Kolkata to Malda,Royal Cruiser,Volvo A/C Seater (2+2),19:15,02:05,06h 50m,694,18,4.0,Kolkata,Malda
Kolkata to Malda,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,02:50,07h 35m,1500,2,4.9,Kolkata,Malda
Kolkata to Malda,Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,03:00,07h 45m,1050,21,4.8,Kolkata,Malda
Kolkata to Malda,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),19:10,02:00,06h 50m,749,27,4.6,Kolkata,Malda
Kolkata to Malda,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),19:30,03:50,08h 20m,1200,36,4.3,Kolkata,Malda
Kolkata to Malda,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:15,03:20,08h 05m,1200,34,4.7,Kolkata,Malda
Kolkata to Malda,EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,03:45,08h 30m,1500,11,4.7,Kolkata,Malda
Kolkata to Malda,Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:40,03:15,07h 35m,1500,21,4.3,Kolkata,Malda
Kolkata to Malda,Poulami Paribahan,Volvo Multi-Axle A/C seater/sleeper (2+1),19:30,03:00,07h 30m,750,33,3.8,Kolkata,Malda
Kolkata to Malda,Lokenath Bus Service,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),20:00,03:30,07h 30m,749,42,4.5,Kolkata,Malda
Kolkata to Malda,Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,03:20,08h 05m,999,16,3.9,Kolkata,Malda
Kolkata to Malda,Padmanabha Paribahan,A/C Seater / Sleeper (2+2),20:00,03:30,07h 30m,475,33,2.0,Kolkata,Malda
Kolkata to Malda,Wasim Travels,NON A/C Seater / Sleeper (2+2),22:00,07:00,09h 00m,455,12,2.3,Kolkata,Malda
Kolkata to Malda,Swarnali Paribahan,NON A/C Seater Push Back (2+2),19:30,05:30,10h 00m,320,24,1.8,Kolkata,Malda
Kolkata to Malda,Lokenath Bus Service,NON A/C Seater / Sleeper (2+2),21:30,06:10,08h 40m,350,12,2.7,Kolkata,Malda
Kolkata to Malda,Wasim Travels,NON A/C Seater / Sleeper (2+2),22:30,07:30,09h 00m,455,12,1.2,Kolkata,Malda
Kolkata to Malda,Pammi Travels,A/C Sleeper (2+1),20:00,04:00,08h 00m,4327,36,3.7,Kolkata,Malda
Malda to Kolkata,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),22:00,05:00,07h 00m,750,1,4.2,Malda,Kolkata
Malda to Kolkata,Lokenath Bus Service,Volvo A/C Seater (2+2),22:35,06:30,07h 55m,855,6,4.2,Malda,Kolkata
Malda to Kolkata,New Dolphin Travels,A/C Seater / Sleeper (2+2),22:20,07:00,08h 40m,504,10,3.7,Malda,Kolkata
Malda to Kolkata,New Dolphin Travels,NON A/C Seater / Sleeper (2+2),22:45,06:45,08h 00m,333,9,3.2,Malda,Kolkata
Malda to Kolkata,Aitiana Airwings,Volvo Multi-Axle Sleeper A/C (2+1),23:30,07:30,08h 00m,1499,8,5.0,Malda,Kolkata
Malda to Kolkata,Sonar Tori,A/C Seater / Sleeper (2+2),22:20,06:30,08h 10m,504,4,2.7,Malda,Kolkata
Malda to Kolkata,Jio Dolphin Travels,NON A/C Seater / Sleeper (2+2),21:54,06:00,08h 06m,314,5,3.3,Malda,Kolkata
Malda to Kolkata,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),23:55,06:45,06h 50m,800,17,3.2,Malda,Kolkata
Malda to Kolkata,Padmanabha Paribahan,A/C Seater / Sleeper (2+2),23:00,06:30,07h 30m,475,11,3.5,Malda,Kolkata
Malda to Kolkata,Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07:30,07h 35m,825,6,3.1,Malda,Kolkata
Malda to Kolkata,Swarnali Paribahan,NON A/C Seater Push Back (2+2),22:30,06:00,07h 30m,290,18,1.9,Malda,Kolkata
Malda to Kolkata,Lokenath Bus Service,NON A/C Seater / Sleeper (2+2),22:30,07:00,08h 30m,350,7,3.4,Malda,Kolkata
Malda to Kolkata,Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),21:30,06:30,09h 00m,665,32,2.4,Malda,Kolkata
Malda to Kolkata,Renuka Travels,NON A/C Seater / Sleeper (2+2),21:30,06:30,09h 00m,350,18,1.5,Malda,Kolkata
Berhampore (West Bengal) to Cooch Behar (West Bengal),Upasana Transport,NON A/C Seater / Sleeper (2+2),20:40,08:50,12h 10m,600,3,0.0,Berhampore (West Bengal),Cooch Behar (West Bengal)
Kolkata to Balurghat,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45,06:15,10h 30m,749,3,4.6,Kolkata,Balurghat
Kolkata to Balurghat,Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),20:30,05:00,08h 30m,749,5,4.2,Kolkata,Balurghat
Kolkata to Balurghat,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,06:15,10h 15m,700,11,3.9,Kolkata,Balurghat
Kolkata to Balurghat,Padmanabha Paribahan,A/C Seater / Sleeper (2+2),20:00,06:30,10h 30m,475,33,2.5,Kolkata,Balurghat
Kolkata to Balurghat,Swarnali Paribahan,NON A/C Seater Push Back (2+2),19:30,07:45,12h 15m,320,24,2.0,Kolkata,Balurghat
Berhampore (West Bengal) to Siliguri,Aradhana Travels,A/C Seater / Sleeper (2+1),20:50,06:00,09h 10m,713,9,4.3,Berhampore (West Bengal),Siliguri
Berhampore (West Bengal) to Siliguri,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),23:45,06:15,06h 30m,800,27,4.3,Berhampore (West Bengal),Siliguri
Berhampore (West Bengal) to Siliguri,RAYAN,NON A/C Seater / Sleeper (2+2),22:30,06:30,08h 00m,500,15,0.0,Berhampore (West Bengal),Siliguri
Berhampore (West Bengal) to Siliguri,RAYAN,NON A/C Seater / Sleeper (2+2),20:00,05:30,09h 30m,450,17,0.0,Berhampore (West Bengal),Siliguri
Berhampore (West Bengal) to Siliguri,Aradhana Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:00,06:00,08h 00m,855,36,3.9,Berhampore (West Bengal),Siliguri
Berhampore (West Bengal) to Siliguri,Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),23:15,07:00,07h 45m,713,37,2.5,Berhampore (West Bengal),Siliguri
Berhampore (West Bengal) to Siliguri,Aradhana Travels,A/C Seater / Sleeper (2+2),20:00,05:00,09h 00m,570,44,2.8,Berhampore (West Bengal),Siliguri
Berhampore (West Bengal) to Siliguri,Aradhana Travels,NON A/C Seater / Sleeper (2+2),21:10,07:30,10h 20m,475,30,2.3,Berhampore (West Bengal),Siliguri
Siliguri to Berhampore (West Bengal),Aradhana Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),21:30,05:30,08h 00m,855,1,3.9,Siliguri,Berhampore (West Bengal)
Siliguri to Berhampore (West Bengal),Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,02:30,07h 15m,1200,6,4.5,Siliguri,Berhampore (West Bengal)
Siliguri to Berhampore (West Bengal),Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),19:15,02:00,06h 45m,800,17,4.3,Siliguri,Berhampore (West Bengal)
Siliguri to Berhampore (West Bengal),Lokenath Bus Service,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),20:30,03:25,06h 55m,900,21,4.2,Siliguri,Berhampore (West Bengal)
Siliguri to Berhampore (West Bengal),Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:20,02:40,07h 20m,1500,5,3.8,Siliguri,Berhampore (West Bengal)
Siliguri to Berhampore (West Bengal),Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:15,02:00,06h 45m,825,6,2.2,Siliguri,Berhampore (West Bengal)
Kolkata to Gangarampur,NBSTC-KOL-BLG-R1-19:30,NON A/C Seater Push Back (2+2),19:30,06:00,10h 30m,335,23,3.3,Kolkata,Gangarampur
Kolkata to Gangarampur,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45,05:45,10h 00m,749,3,4.6,Kolkata,Gangarampur
Kolkata to Gangarampur,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,05:45,09h 45m,700,11,4.0,Kolkata,Gangarampur
Kolkata to Gangarampur,Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),20:30,04:15,07h 45m,749,5,3.6,Kolkata,Gangarampur
Kolkata to Gangarampur,Swarnali Paribahan,NON A/C Seater Push Back (2+2),19:30,07:00,11h 30m,320,24,2.9,Kolkata,Gangarampur
Balurghat to Kolkata,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),19:15,05:00,09h 45m,750,1,4.2,Balurghat,Kolkata
Balurghat to Kolkata,New Dolphin Travels,NON A/C Seater / Sleeper (2+2),19:45,06:45,11h 00m,361,9,3.6,Balurghat,Kolkata
Balurghat to Kolkata,Sonar Tori,A/C Seater / Sleeper (2+2),19:30,06:30,11h 00m,504,2,3.2,Balurghat,Kolkata
Balurghat to Kolkata,New Dolphin Travels,A/C Seater / Sleeper (2+2),19:40,07:00,11h 20m,551,11,2.8,Balurghat,Kolkata
Balurghat to Kolkata,Padmanabha Paribahan,A/C Seater / Sleeper (2+2),19:55,06:30,10h 35m,504,13,2.2,Balurghat,Kolkata
Kolkata to Islampur (West Bengal),Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:40,07:00,11h 20m,1500,21,4.8,Kolkata,Islampur (West Bengal)
Kolkata to Islampur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),19:30,07:40,12h 10m,1200,40,4.1,Kolkata,Islampur (West Bengal)
Kolkata to Islampur (West Bengal),EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,06:45,11h 15m,1500,17,4.7,Kolkata,Islampur (West Bengal)
Kolkata to Islampur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:15,06:10,09h 55m,1500,18,4.1,Kolkata,Islampur (West Bengal)
Kolkata to Islampur (West Bengal),Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:25,06:40,11h 15m,1199,35,4.1,Kolkata,Islampur (West Bengal)
Kolkata to Islampur (West Bengal),Poulami Paribahan,Volvo Multi-Axle A/C Seater/Sleeper (2+1),19:30,07:00,11h 30m,1200,47,4.1,Kolkata,Islampur (West Bengal)
Kolkata to Islampur (West Bengal),Poulami Paribahan,Volvo Multi-Axle A/C (2+2),19:30,05:45,10h 15m,1200,48,4.1,Kolkata,Islampur (West Bengal)
Falakata (west bengal) to Berhampore (West Bengal),NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:50,07:30,11h 40m,411,12,3.4,Falakata (west bengal),Berhampore (West Bengal)
Raiganj to Krishnanagar (West Bengal),NBSTC-RAI-KOL-R1-19:30,NON A/C Seater Push Back (2+2),19:30,03:00,07h 30m,250,5,3.7,Raiganj,Krishnanagar (West Bengal)
Raiganj to Krishnanagar (West Bengal),Poulami Paribahan,Volvo Multi-Axle A/C seater/sleeper (2+1),22:45,04:50,06h 05m,1000,32,4.1,Raiganj,Krishnanagar (West Bengal)
Raiganj to Krishnanagar (West Bengal),RAYAN,NON A/C Seater / Sleeper (2+2),22:00,09:00,11h 00m,500,59,0.0,Raiganj,Krishnanagar (West Bengal)
Raiganj to Krishnanagar (West Bengal),Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,04:40,05h 30m,825,12,3.6,Raiganj,Krishnanagar (West Bengal)
Raiganj to Krishnanagar (West Bengal),Lokenath Bus Service,NON A/C Seater / Sleeper (2+2),19:45,03:20,07h 35m,350,12,3.4,Raiganj,Krishnanagar (West Bengal)
Raiganj to Siliguri,Mohanta Travels,A/C Seater / Sleeper (2+2),23:30,05:00,05h 30m,361,10,3.5,Raiganj,Siliguri
Raiganj to Siliguri,New Dolphin Travels,NON A/C Seater / Sleeper (2+2),23:55,05:00,05h 05m,238,19,3.5,Raiganj,Siliguri
Raiganj to Siliguri,Gopal Travels,A/C Seater / Sleeper (2+2),23:30,04:00,04h 30m,300,6,2.7,Raiganj,Siliguri
Raiganj to Siliguri,Padmanabha Travels,A/C Seater / Sleeper (2+2),23:50,05:05,05h 15m,271,20,2.6,Raiganj,Siliguri
Kolkata to Buniadpur,NBSTC-KOL-BLG-R1-19:30,NON A/C Seater Push Back (2+2),19:30,05:30,10h 00m,323,23,4.3,Kolkata,Buniadpur
Kolkata to Buniadpur,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45,05:15,09h 30m,749,3,4.5,Kolkata,Buniadpur
Kolkata to Buniadpur,Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),20:30,03:50,07h 20m,749,10,4.8,Kolkata,Buniadpur
Kolkata to Buniadpur,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,05:15,09h 15m,700,11,3.8,Kolkata,Buniadpur
Gangarampur to Kolkata,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,05:00,09h 00m,750,1,4.1,Gangarampur,Kolkata
Gangarampur to Kolkata,Sonar Tori,A/C Seater / Sleeper (2+2),20:15,06:30,10h 15m,570,3,4.1,Gangarampur,Kolkata
Gangarampur to Kolkata,New Dolphin Travels,A/C Seater / Sleeper (2+2),20:40,07:00,10h 20m,504,11,4.1,Gangarampur,Kolkata
Gangarampur to Kolkata,New Dolphin Travels,NON A/C Seater / Sleeper (2+2),21:20,06:45,09h 25m,380,9,2.7,Gangarampur,Kolkata
Gangarampur to Kolkata,Jio Dolphin Travels,NON A/C Seater / Sleeper (2+2),19:40,06:00,10h 20m,323,5,3.1,Gangarampur,Kolkata
